CLAVE;NOMBRE;$ LISTA;EMPAQUE;GRANEL;DESC
2050600012;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 12;1,5;200;14400;79,00%
2050600016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 16;1,94;200;10800;79,00%
2050600020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 20;2,67;200;7200;79,00%
2050600025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 25;3,81;150;5400;79,00%
2050600030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 30;4,75;100;3600;79,00%
2050600035;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 35;5,78;100;4800;79,00%
2050600040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 40;7,37;100;3200;79,00%
2050600045;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 45;11,48;50;1800;79,00%
2050600050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 50;12,99;50;1800;79,00%
2050600060;OPRESOR SOCKET PUNTA COPA MM NEGRO - M6 x 60;16,72;50;1800;79,00%
2050800008;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 8;1,81;200;14400;79,00%
2050800010;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 10;2,22;200;10800;79,00%
2050800012;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 12;2,33;200;7200;79,00%
2050800016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 16;2,95;100;5400;79,00%
2050800020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 20;3,83;100;3600;79,00%
2050800025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 25;5,03;100;3200;79,00%
2050800030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 30;7,59;100;3200;79,00%
2050800035;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 35;9,05;100;2400;79,00%
2050800040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 40;10,94;100;2000;79,00%
2050800045;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 45;13,25;100;2000;79,00%
2050800050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 50;15,57;50;1600;79,00%
2050800060;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 60;28,12;50;800;79,00%
2050800070;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 70;30,83;50;800;79,00%
2050800080;OPRESOR SOCKET PUNTA COPA MM NEGRO - M8 x 80;33,53;50;600;79,00%
2051000010;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 10;3,06;150;5400;79,00%
2051000012;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 12;3,57;100;6400;79,00%
2051000016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 16;4,87;100;4800;79,00%
2051000020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 20;5,96;100;3200;79,00%
2051000025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 25;7,77;100;2400;79,00%
2051000030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 30;9,16;100;2000;79,00%
2051000035;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 35;12,58;100;1400;79,00%
2051000040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 40;15,3;50;1000;79,00%
2051000045;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 45;17,15;50;1000;79,00%
2051000050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 50;19,81;50;1000;79,00%
2051000055;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 55;35,15;50;700;79,00%
2051000060;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 60;41,1;25;800;79,00%
2051000070;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 70 nuevo;10.815,00;NVOXC;NVOXC;79,00%
2051000080;OPRESOR SOCKET PUNTA COPA MM NEGRO - M10 x 80;52,99;25;600;79,00%
2051200012;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 12;5,62;100;4800;79,00%
2051200016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 16;7,22;100;3200;79,00%
2051200020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 20;9,2;100;2000;79,00%
2051200025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 25;11,36;100;1400;79,00%
2051200030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 30;13,52;100;1400;79,00%
2051200035;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 35;17,17;50;1200;79,00%
2051200040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 40;21,81;50;1100;79,00%
2051200045;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 45;25,17;50;700;79,00%
2051200050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 50;32,73;50;800;79,00%
2051200060;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 60;58,4;25;400;79,00%
2051200070;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 70;62,98;25;400;79,00%
2051200080;OPRESOR SOCKET PUNTA COPA MM NEGRO - M12 x 80;72,36;25;350;79,00%
2051400016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M14 x 16;12,98;50;1600;79,00%
2051400020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M14 x 20;15,9;50;1200;79,00%
2051400025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M14 x 25;19,25;50;800;79,00%
2051400030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M14 x 30;25;50;600;79,00%
2051400050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M14 x 50;41,81;25;400;79,00%
2051600016;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 16;16,44;50;1600;79,00%
2051600020;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 20;19,36;50;1200;79,00%
2051600025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 25;24,44;50;1000;79,00%
2051600030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 30;33,51;25;800;79,00%
2051600035;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 35;34,84;25;600;79,00%
2051600040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 40;41,82;25;550;79,00%
2051600050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M16 x 50;52,46;25;500;79,00%
2052000025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 25;40,23;25;600;79,00%
2052000030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 30;45,86;20;320;79,00%
2052000040;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 40;52,37;20;240;79,00%
2052000050;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 50;69,22;10;240;79,00%
2052000060;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 60;81,97;10;220;79,00%
2052000070;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 70;112,02;10;120;79,00%
2052000080;OPRESOR SOCKET PUNTA COPA MM NEGRO - M20 x 80;146,63;10;140;79,00%
2052400025;OPRESOR SOCKET PUNTA COPA MM NEGRO - M24 x 25;93,44;25;350;79,00%
2052400030;OPRESOR SOCKET PUNTA COPA MM NEGRO - M24 x 30;109,23;25;350;79,00%
2070250006;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 6;12,66;100;14000;77,00%
2070250008;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 8;12,8;100;14000;77,00%
2070250010;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 10;13,27;100;14000;77,00%
2070250012;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 12;14,17;100;14000;77,00%
2070250014;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 14;14,21;100;14000;77,00%
2070250016;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 16;14,68;100;14000;77,00%
2070250020;PERNO SOLIDO RECTIFIC MM NEGRO - M 2.5 x 20;16,02;100;14000;77,00%
2070300006;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 6;3,11;100;14000;77,00%
2070300008;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 8;3,33;100;14000;77,00%
2070300010;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 10;3,73;100;14000;77,00%
2070300012;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 12;3,94;100;14000;77,00%
2070300014;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 14;8,59;100;10000;77,00%
2070300016;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 16;4,51;100;10000;77,00%
2070300018;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 18;8,87;100;10000;77,00%
2070300020;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 20;5,22;100;10000;77,00%
2070300024;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 24;9,88;100;10000;77,00%
2070300025;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 25;8,6;100;10000;77,00%
2070300026;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 26;13,15;100;10000;77,00%
2070300030;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 30;13,09;100;10000;77,00%
2070300040;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 40;14,75;100;10000;77,00%
2070300045;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 45;15,4;100;10000;77,00%
2070300050;PERNO SOLIDO RECTIFIC MM NEGRO - M 3 x 50;16,05;100;10000;77,00%
2070400006;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 6;13,21;100;10000;77,00%
2070400008;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 8;8,6;100;10000;77,00%
2070400010;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 10;5,07;100;10000;77,00%
2070400012;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 12;5,18;100;7000;77,00%
2070400014;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 14;5,55;100;7000;77,00%
2070400016;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 16;5,8;100;7000;77,00%
2070400018;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 18;6,06;100;7000;77,00%
2070400020;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 20;6,3;100;7000;77,00%
2070400024;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 24;7,14;100;7000;77,00%
2070400025;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 25;9,22;100;7000;77,00%
2070400026;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 26;7,48;100;5000;77,00%
2070400030;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 30;8,12;100;5000;77,00%
2070400035;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 35;8,65;100;5000;77,00%
2070400040;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 40;9,41;100;3600;77,00%
2070400045;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 45;19,15;100;3600;77,00%
2070400050;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 50;12,76;100;3600;77,00%
2070400060;PERNO SOLIDO RECTIFIC MM NEGRO - M 4 x 60;22,34;100;3200;77,00%
2070500008;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 8;5,1;100;14000;77,00%
2070500010;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 10;5,63;100;10000;77,00%
2070500012;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 12;10,06;100;10000;77,00%
2070500014;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 14;10,6;100;10000;77,00%
2070500016;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 16;6,92;100;10000;77,00%
2070500018;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 18;7,35;100;7000;77,00%
2070500020;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 20;7,57;100;7000;77,00%
2070500024;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 24;8,33;100;5000;77,00%
2070500025;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 25;8,6;100;5000;77,00%
2070500026;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 26;13,67;100;5000;77,00%
2070500030;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 30;9,3;100;3600;77,00%
2070500035;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 35;9,95;100;3600;77,00%
2070500040;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 40;13,33;100;3200;77,00%
2070500045;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 45;20,55;100;3200;77,00%
2070500050;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 50;15,69;100;3200;77,00%
2070500055;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 55;26,53;50;3200;77,00%
2070500060;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 60;17,42;100;2400;77,00%
2070500070;PERNO SOLIDO RECTIFIC MM NEGRO - M 5 x 70;31,16;100;600;77,00%
2070600008;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 8;23,18;100;600;77,00%
2070600010;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 10;5,22;100;20000;77,00%
2070600012;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 12;6,36;100;5000;77,00%
2070600016;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 16;7,33;100;5000;77,00%
2070600018;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 18;14,9;100;5000;77,00%
2070600020;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 20;7,23;100;10000;77,00%
2070600025;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 25;9,03;100;7200;77,00%
2070600030;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 30;10,12;100;6400;77,00%
2070600035;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 35;11,36;100;6400;77,00%
2070600040;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 40;12,44;50;3600;77,00%
2070600045;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 45;13,96;50;3600;77,00%
2070600050;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 50;15,31;50;3600;77,00%
2070600055;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 55;36,04;100;2400;77,00%
2070600060;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 60;23,26;100;2400;77,00%
2070600070;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 70;44,33;50;;77,00%
2070600080;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 80;49,08;50;800;77,00%
2070600090;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 90;54,15;50;500;77,00%
2070600100;PERNO SOLIDO RECTIFIC MM NEGRO - M 6 x 100;59,05;50;500;77,00%
2070800010;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 10;42,47;100;5000;77,00%
2070800012;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 12;13,32;100;5000;77,00%
2070800014;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 14;28,74;100;200;77,00%
2070800016;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 16;14,11;100;3600;77,00%
2070800018;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 18;25,14;100;3200;77,00%
2070800020;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 20;10,28;100;6400;77,00%
2070800025;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 25;12,4;100;3200;77,00%
2070800030;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 30;14,22;100;2400;77,00%
2070800035;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 35;16,22;50;1600;77,00%
2070800040;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 40;18,28;50;1600;77,00%
2070800045;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 45;20,5;50;1600;77,00%
2070800050;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 50;22,5;50;1600;77,00%
2070800055;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 55;24,66;50;2400;77,00%
2070800060;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 60;26,72;50;2400;77,00%
2070800070;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 70;65,66;100;600;77,00%
2070800080;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 80;79,24;50;600;77,00%
2070800090;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 90;87,05;50;500;77,00%
2070800100;PERNO SOLIDO RECTIFIC MM NEGRO - M 8 x 100;94,87;50;500;77,00%
2071000018;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 18;47,8;100;3200;77,00%
2071000020;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 20;17,3;100;3200;77,00%
2071000025;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 25;19,03;50;3200;77,00%
2071000030;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 30;21,41;50;2400;77,00%
2071000035;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 35;24,82;50;1200;77,00%
2071000040;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 40;27,9;50;1200;77,00%
2071000045;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 45;30,93;50;1200;77,00%
2071000050;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 50;34,07;50;800;77,00%
2071000055;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 55;38,4;30;720;77,00%
2071000060;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 60;40,66;30;720;77,00%
2071000070;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 70;92,8;50;600;77,00%
2071000080;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 80;106,48;50;600;77,00%
2071000090;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 90;131,94;50;400;77,00%
2071000100;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 100;144,29;50;400;77,00%
2071000110;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 110;158,18;50;400;77,00%
2071000120;PERNO SOLIDO RECTIFIC MM NEGRO - M 10 x 120;176,78;50;400;77,00%
2071200016;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 16;23,36;50;1600;77,00%
2071200018;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 18;78,97;50;1600;77,00%
2071200020;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 20;22,88;50;1600;77,00%
2071200025;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 25;27,58;50;1200;77,00%
2071200030;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 30;30,5;50;1200;77,00%
2071200035;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 35;34,34;50;1200;77,00%
2071200040;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 40;38,55;50;600;77,00%
2071200045;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 45;42,78;30;720;77,00%
2071200050;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 50;47,05;30;660;77,00%
2071200055;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 55;52,4;30;660;77,00%
2071200060;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 60;56,67;30;360;77,00%
2071200070;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 70;65,32;30;360;77,00%
2071200080;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 80;75,92;25;300;77,00%
2071200090;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 90;84,79;25;300;77,00%
2071200100;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 100;95,07;25;250;77,00%
2071200110;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 110;222,67;25;250;77,00%
2071200120;PERNO SOLIDO RECTIFIC MM NEGRO - M 12 x 120;240,67;25;250;77,00%
2071400030;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 30;94,58;30;480;77,00%
2071400040;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 40;116,7;30;360;77,00%
2071400050;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 50;138,79;25;300;77,00%
2071400060;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 60;160,91;25;300;77,00%
2071400070;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 70;183,01;25;300;77,00%
2071400080;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 80;209,07;25;300;77,00%
2071400090;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 90;233,41;20;200;77,00%
2071400100;PERNO SOLIDO RECTIFIC MM NEGRO - M 14 x 100;255,94;20;200;77,00%
2071600030;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 30;69,22;25;400;77,00%
2071600035;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 35;130,51;25;400;77,00%
2071600040;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 40;144,84;25;400;77,00%
2071600045;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 45;162,74;25;300;77,00%
2071600050;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 50;105,99;30;360;77,00%
2071600055;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 55;187,9;25;250;77,00%
2071600060;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 60;126,87;30;300;77,00%
2071600070;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 70;149,25;25;200;77,00%
2071600080;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 80;254,63;25;150;77,00%
2071600090;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 90;284,53;25;150;77,00%
2071600100;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 100;312,63;25;150;77,00%
2071600110;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 110;340,73;25;150;77,00%
2071600120;PERNO SOLIDO RECTIFIC MM NEGRO - M 16 x 120;368,84;25;150;77,00%
2072000050;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 50;184,94;25;150;77,00%
2072000060;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 60;218,46;25;150;77,00%
2072000070;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 70;253,07;25;150;77,00%
2072000080;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 80;420,82;25;150;77,00%
2072000090;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 90;467,59;25;150;77,00%
2072000100;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 100;526,02;25;80;77,00%
2072000110;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 110;573,78;10;80;77,00%
2072000120;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 120;621,59;10;60;77,00%
2072000130;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 130;678,99;10;60;77,00%
2072000140;PERNO SOLIDO RECTIFIC MM NEGRO - M 20 x 140;726,81;10;40;77,00%
2080600016;PERNO ROSCAADO M6 X 16;13,52;100;3600;77,00%
2080600020;PERNO ROSCAADO M6 X 20;14,71;100;5000;77,00%
2080600025;PERNO ROSCAADO M6 X 25;17,14;100;3600;77,00%
2080600030;PERNO ROSCAADO M6 X 30;17,47;100;3200;77,00%
2080600035;PERNO ROSCAADO M6 X 35;19,47;100;3200;77,00%
2080600040;PERNO ROSCAADO M6 X 40;20,76;50;1800;77,00%
2080600045;PERNO ROSCAADO M6 X 45;30,71;50;1800;77,00%
2080600050;PERNO ROSCAADO M6 X 50;31,91;50;1800;77,00%
2080600060;PERNO ROSCAADO M6 X 60;34,91;50;1600;77,00%
2080800016;PERNO ROSCAADO M8 X 16;20,45;100;3600;77,00%
2080800020;PERNO ROSCAADO M8 X 20;21,85;100;3200;77,00%
2080800025;PERNO ROSCAADO M8 X 25;24,34;100;2400;77,00%
2080800030;PERNO ROSCAADO M8 X 30;26,55;100;1600;77,00%
2080800035;PERNO ROSCAADO M8 X 35;30,07;50;1600;77,00%
2080800040;PERNO ROSCAADO M8 X 40;32,34;50;1200;77,00%
2080800045;PERNO ROSCAADO M8 X 45;34,94;50;1200;77,00%
2080800050;PERNO ROSCAADO M8 X 50;37,85;50;800;77,00%
2080800060;PERNO ROSCAADO M8 X 60;54,08;50;1200;77,00%
2080800070;PERNO ROSCAADO M8 X 70;61,65;50;800;77,00%
2081000020;PERNO ROSCAADO M10 X 20;25,74;50;1600;77,00%
2081000025;PERNO ROSCAADO M10 X 25;29,42;50;1600;77,00%
2081000030;PERNO ROSCAADO M10 X 30;31,91;50;1200;77,00%
2081000035;PERNO ROSCAADO M10 X 35;35,69;50;800;77,00%
2081000040;PERNO ROSCAADO M10 X 40;38,4;50;800;77,00%
2081000045;PERNO ROSCAADO M10 X 45;41,86;50;800;77,00%
2081000050;PERNO ROSCAADO M10 X 50;45,32;50;800;77,00%
2081000060;PERNO ROSCAADO M10 X 60;53,54;30;720;77,00%
2081000070;PERNO ROSCAADO M10 X 70;73,01;50;500;77,00%
2081000080;PERNO ROSCAADO M10 X 80;81,66;50;400;77,00%
2081000090;PERNO ROSCAADO M10 X 90;83,28;50;400;77,00%
2081200025;PERNO ROSCAADO M12 X 25;46,8;50;800;77,00%
2081200030;PERNO ROSCAADO M12 X 30;52,79;50;800;77,00%
2081200035;PERNO ROSCAADO M12 X 35;58,48;50;800;77,00%
2081200040;PERNO ROSCAADO M12 X 40;58,98;50;600;77,00%
2081200045;PERNO ROSCAADO M12 X 45;67,33;30;480;77,00%
2081200050;PERNO ROSCAADO M12 X 50;69,3;30;360;77,00%
2081200060;PERNO ROSCAADO M12 X 60;76,61;30;360;77,00%
2081200070;PERNO ROSCAADO M12 X 70;92,85;30;360;77,00%
2081200080;PERNO ROSCAADO M12 X 80;111,03;25;300;77,00%
2081200090;PERNO ROSCAADO M12 X 90;120,57;25;300;77,00%
2081200100;PERNO ROSCAADO M12 X 100;150,93;25;250;77,00%
2081600030;PERNO ROSCAADO M16 X 30;81,92;25;600;77,00%
2081600040;PERNO ROSCAADO M16 X 40;101,21;25;250;77,00%
2081600045;PERNO ROSCAADO M16 X 45;105,6;25;250;77,00%
2081600050;PERNO ROSCAADO M16 X 50;114,57;25;250;77,00%
2081600060;PERNO ROSCAADO M16 X 60;145,15;25;200;77,00%
2081600070;PERNO ROSCAADO M16 X 70;168,73;25;200;77,00%
2081600080;PERNO ROSCAADO M16 X 80;189,83;25;150;77,00%
2081600090;PERNO ROSCAADO M16 X 90;213,24;25;150;77,00%
2081600100;PERNO ROSCAADO M16 X 100;222,21;25;150;77,00%
2081600120;PERNO ROSCAADO M16 X 120;302,33;25;150;77,00%
2090500010;TORNILLO ALLEN CILINDRO  CABEZA/BAJA NEGRO M5-0.80 X 10;2,520;100;6000;78,00%
2090500012;TORNILLO ALLEN CILINDRO  CABEZA/BAJA NEGRO M5-0.80 X 12;2,780;100;5000;78,00%
2090500016;TORNILLO ALLEN CILINDRO  CABEZA/BAJA NEGRO M5-0.80 X 16;3,190;100;5000;78,00%
